simulation,baseline,baseline,algo_1,algo_1,algo_2,algo_2,algo_3,algo_3
17,0.1704889069890287,4.650480739262384e-05,0.15106490766671954,5.285031809189069e-05,0.4773526512945522,0.00019949417308781137,0.35134142544706587,0.00015548465776542704
18,0.17076525573407209,4.657146804993718e-05,0.1528272035968335,5.353619494355899e-05,0.4701612159843612,0.00019275007541036686,0.35324227514926815,0.00015688527000416963
19,0.17054041290333305,4.6245448440272074e-05,0.1536882867322093,5.3431051084417984e-05,0.47445366552052815,0.00019926072551501573,0.35410936911798874,0.0001581900780523453
20,0.16876123301425827,4.5190696139244454e-05,0.15271990507522276,5.24882448857056e-05,0.46818822991087083,0.00019382359303813214,0.352800725879105,0.00015830353578259268
21,0.1690867917846381,4.574213903410291e-05,0.15242123696114893,5.287094493062974e-05,0.47772471274596623,0.00020310529946068986,0.3528595143676141,0.000157581614733485
22,0.16852467033091545,4.5295909273497166e-05,0.1533697993725864,5.3306347223825295e-05,0.4893918761820567,0.00021442150691161846,0.3511368113930441,0.00015621923075805552
23,0.16766513222539786,4.480204606825232e-05,0.15278890198596967,5.3036948363340094e-05,0.49283386354710745,0.000219094011932548,0.3519282810129908,0.0001572870841737849
24,0.16586062030170817,4.4013890609116945e-05,0.152009756124784,5.2798415394352614e-05,0.4828890760152401,0.00020950997498149848,0.3504608315381326,0.0001566695384847336
25,0.16621873014599597,4.410342500238471e-05,0.1525585590629872,5.317547807301927e-05,0.4931321954194034,0.00021403730253972096,0.35087528230690535,0.00015726126592955454
26,0.16460998483878703,4.337326907322691e-05,0.1519047954851466,5.226625491476007e-05,0.4928292942499609,0.00021498824427837769,0.3513702630737399,0.00015721388368043011
27,0.16446317389540774,4.338525695233397e-05,0.15179858460118636,5.2283198523888206e-05,0.5011088039467223,0.00022230854388582863,0.3496423480000775,0.00015564511107328018
28,0.16590300554602175,4.388768932892384e-05,0.15178543322067936,5.2523384975757576e-05,0.496504787028028,0.00021883050848577176,0.3483186198188999,0.00015512501812672076
29,0.16565680084629175,4.3884694987044655e-05,0.15207834472417436,5.2462643604276265e-05,0.4954579326663379,0.00021855033127777542,0.3488548663505376,0.00015583580610710606
30,0.16756900158274668,4.488117441479114e-05,0.15163530175458526,5.225527377871353e-05,0.48827478683520276,0.00021283138613987915,0.3498093563296659,0.0001570949301943012
31,0.16593392939305054,4.396170734077933e-05,0.1525028791903473,5.261896362661786e-05,0.4891122824227404,0.00021458316129680736,0.34957440989853183,0.00015708430449669664
32,0.16650413300339353,4.427606836283265e-05,0.15181765651559959,5.208594202090215e-05,0.49652579979109346,0.00022041641933706025,0.3489979724988121,0.00015741079411485658
33,0.16655256710687644,4.4327371702547564e-05,0.15158041920066875,5.22933413168332e-05,0.4873376168842921,0.00021237570262898448,0.349224048390119,0.00015711414146173428
34,0.16674310607165294,4.446885647345097e-05,0.15153799180235547,5.245857978367308e-05,0.48192940444745347,0.00020731964986838436,0.3488027601911562,0.00015658855687203876
35,0.1659931226515658,4.4115736146278e-05,0.15159213712412162,5.2595594864400814e-05,0.48513751732748045,0.00021052379627388917,0.34943836079529267,0.00015703022946493084
36,0.1656187555504598,4.409422872009991e-05,0.1512292603036534,5.262095312347343e-05,0.4857650550231142,0.0002091706735779067,0.3492565288965278,0.00015695546625293697
37,0.16492380513901733,4.382664804002161e-05,0.15079868178242314,5.220623228473948e-05,0.48254382977197907,0.0002046357848158674,0.3489461263822382,0.0001569865101628746
38,0.16489853273856758,4.3838893880857364e-05,0.15035359475863583,5.198337360392422e-05,0.4863581574659747,0.00020960780436699952,0.349691633715905,0.00015755076307142593
39,0.165101670508672,4.3970779199466235e-05,0.15015198423932055,5.210200909415208e-05,0.48477177272970157,0.00020983451359647427,0.35092898387593796,0.00015818871658126256
40,0.1650282513720856,4.3898004810505705e-05,0.1501307648546617,5.1836033141135015e-05,0.4798212249961482,0.00020534935073549885,0.3504554144950636,0.0001580731701430294
41,0.1646092277004844,4.3638202075606836e-05,0.15041606230737076,5.19923319811785e-05,0.4850196735826532,0.00020842469515220424,0.3500598362583608,0.00015780633315162605
42,0.1647231396058119,4.354871259448231e-05,0.1509390503822244,5.207484016642119e-05,0.47768235160301675,0.00020343284732592362,0.34967191614961224,0.0001569861106142335
43,0.1647345277005448,4.352126374233742e-05,0.1508886179492185,5.2067988866384666e-05,0.48007702020008897,0.0002057421309232318,0.34865012478110674,0.00015624836071729956
44,0.16429108668808767,4.3245305180512775e-05,0.1508928602358297,5.224936632325465e-05,0.479021681620444,0.00020597988859672893,0.3489457822619718,0.00015630915329437544
45,0.16469881312305876,4.346491317085547e-05,0.1503172676858182,5.186961008200742e-05,0.48381592073662677,0.00021129342173385914,0.34920169855874034,0.00015641897277673744
46,0.16490245370589257,4.3602071038943805e-05,0.15004142649982605,5.186235992678914e-05,0.47851102314097643,0.00020708833955955522,0.34846504485719854,0.00015582514348288118
47,0.16468084068868125,4.3535923878347105e-05,0.14973274735304273,5.192262038526535e-05,0.47391955117147705,0.0002037876913527139,0.34847432402443956,0.00015587925603259748
48,0.1655728312161096,4.398131635656953e-05,0.1502353135158934,5.206548956438149e-05,0.4706949783871899,0.00020039286044860023,0.3483581340702808,0.00015569804762204743
49,0.16601700639196304,4.437292702388257e-05,0.15064118610612043,5.225596604310263e-05,0.4758134026678168,0.00020409916915487144,0.34866279023402524,0.00015567868946008667
50,0.16569237626394057,4.421340391444161e-05,0.15032232696748954,5.1798395638963215e-05,0.478042924791423,0.0002056044113235241,0.3489641575816755,0.00015587107558355105
51,0.1651063397333674,4.386099562923658e-05,0.15002318867552225,5.1740496615037887e-05,0.47835398633033455,0.00020592356206426612,0.3481682495009032,0.00015468043399155277
52,0.16496983564844478,4.382415666399968e-05,0.14965282597077986,5.16762592686436e-05,0.4723264979215931,0.00020129871349804194,0.34817320856624995,0.00015463842486206395
53,0.16506158683117114,4.391219113484549e-05,0.1496711002529163,5.170598753180717e-05,0.46917391513308027,0.00019800053844516865,0.347974003119839,0.00015435331911013
54,0.1652735277080001,4.402510124395433e-05,0.1491008946840582,5.1537840619243225e-05,0.4685300609859304,0.00019800968667694742,0.34835226907009964,0.00015440449279005748
55,0.165652221395198,4.4292622758974545e-05,0.14869217502983462,5.135726498556589e-05,0.46559081406296554,0.000196362917385103,0.34873249193466005,0.000154525603182677
56,0.16574192642574953,4.432418189936015e-05,0.14851506450192004,5.1248515847251594e-05,0.4626039820719563,0.0001938078402751801,0.3493528994698367,0.00015504213141862743
57,0.1659761799009605,4.4491708990667436e-05,0.14829792260462715,5.110429328726931e-05,0.46804543011727834,0.00019722197302920262,0.3487206542569111,0.00015460618863615908
58,0.16534926535005387,4.415268125169687e-05,0.1480172431564138,5.075254673002046e-05,0.47073517804931925,0.00020005945792074355,0.34907292765759723,0.00015491914787724222
59,0.16513007692605655,4.395801802412248e-05,0.14794315159631474,5.0746255860204624e-05,0.4651923306528739,0.00019571640589509677,0.3487519376804536,0.00015477920661889383
60,0.16532888217204653,4.406179059212445e-05,0.14767673711266033,5.051009626618493e-05,0.46073642423487227,0.00019264459757159966,0.34893012890281294,0.0001546298219329701
61,0.16515219718392063,4.3948477009012144e-05,0.14753647322401872,5.044413117540662e-05,0.46061803729240797,0.00019303796525826306,0.3496559869335907,0.00015509743342593607
62,0.1653472934041867,4.4083962745134826e-05,0.1482020504186481,5.102807430564729e-05,0.45985620351040835,0.00019263189091743048,0.34986573137836546,0.0001550025623147686
63,0.16511402399346894,4.3879096338224505e-05,0.14847332254894752,5.1102592327456153e-05,0.45695822805295694,0.00019075047069108642,0.3500308926640451,0.00015525226569092416
64,0.1655488918054558,4.4044938329472235e-05,0.1484566222524129,5.111050483437823e-05,0.45928312082844674,0.00019355938822302084,0.35015152223460316,0.0001556606913880838
65,0.16509932660524357,4.381544991043286e-05,0.14857531568753374,5.1138202597714745e-05,0.4627232997719902,0.00019588734089657413,0.3497140026154458,0.0001551153242003802
66,0.16481045162805905,4.359977535226673e-05,0.14837028238384622,5.1028050037933276e-05,0.4638428312576598,0.00019729734694407688,0.349086218681866,0.00015453170708404695
67,0.16493244599090987,4.37354562341128e-05,0.1485611958753961,5.1034387160900574e-05,0.46004423753426543,0.00019437981834682943,0.3495372135182911,0.00015507015954140918
68,0.1651797043442138,4.3916173103855276e-05,0.14858056932750624,5.119083033774716e-05,0.456545052283473,0.00019111658659088417,0.34961623411367965,0.00015485609595636767
69,0.16560460402897575,4.4172007283177435e-05,0.14846461015717113,5.103995552634098e-05,0.46033602204770635,0.00019401853912977203,0.34957218585617833,0.00015472746119416314
70,0.16564286325405075,4.4137899173443013e-05,0.14824660493136788,5.094708127887223e-05,0.45916599129672153,0.00019346800965030578,0.34907674314868115,0.0001544969060812109
71,0.16589176056888,4.42949678883998e-05,0.1477571196470854,5.070209971038531e-05,0.45696508071787745,0.00019164673993629273,0.34955593573811183,0.00015506122700332506
72,0.16607023694544235,4.44261857376126e-05,0.14792331351798063,5.070970390515577e-05,0.45354781560068474,0.0001889282494366289,0.34946780867046,0.00015493693224363368
73,0.16617460051066038,4.448401683841521e-05,0.14791514534101774,5.0778397131585904e-05,0.4510874416489694,0.00018701259837890805,0.35005638622060603,0.00015552036412794286
74,0.1662817564416909,4.460226678054222e-05,0.1479607342709106,5.086924139206435e-05,0.45239154644098484,0.00018756193896865106,0.34995606239744426,0.00015536604729523578
75,0.16609386812326743,4.454964138631581e-05,0.14801241138066945,5.0985165781480985e-05,0.45576343932064045,0.00019055288223649173,0.3500311628151951,0.00015525091586820398
76,0.16628792146058174,4.470142676959156e-05,0.14734109200696405,5.056503728712651e-05,0.4557379720338959,0.00019013077087963272,0.35051852272171935,0.00015556234574616156
77,0.16596959312200454,4.459691996139019e-05,0.14722991420182094,5.0548710155802685e-05,0.4569275681207833,0.00019026974560402437,0.35035348669516625,0.00015548196284082553
78,0.1667840585634201,4.508924021608309e-05,0.14725548051192427,5.0507989649781886e-05,0.46059371654616255,0.000193261745934717,0.35039352879586894,0.00015565100105375455
79,0.1669118659031753,4.516244341016181e-05,0.14733339045776728,5.066509695652383e-05,0.46231490805405717,0.00019495414212869995,0.3509653537716373,0.00015593369343162074
80,0.16682643191307742,4.511005617836861e-05,0.14747123273866347,5.06971016791255e-05,0.45897600706396136,0.00019208159593608567,0.35090391096992496,0.00015607488726513807
81,0.16717488300188094,4.5279798548780416e-05,0.1474519459214826,5.070746039889896e-05,0.4593300592294167,0.00019190985033962126,0.350805269126897,0.0001558782001140705
82,0.16730331685717612,4.536746263522493e-05,0.14746372704993022,5.0654160659656375e-05,0.4567571666625334,0.0001902586266459502,0.3511235496980928,0.00015606601375284216
83,0.1670960620096318,4.521544176111852e-05,0.14741546620345797,5.067515163127167e-05,0.4532393959085016,0.00018740530198521247,0.35182599792541175,0.00015663378009136568
84,0.1670496414689286,4.520163854664686e-05,0.1474422152894424,5.073971156562929e-05,0.4542153813899319,0.00018761580099530768,0.35154546883818655,0.00015652384614505102
85,0.16671660284680467,4.5008541116517656e-05,0.14766374558333767,5.0971852326643587e-05,0.4548511500359381,0.00018758973807634743,0.3513530141776751,0.00015644055877543888
86,0.16661737348180425,4.491524385494328e-05,0.1472778926510068,5.079364663578856e-05,0.4548256887542833,0.00018789173858456065,0.35151605060978375,0.00015661830230969827
87,0.165884433891696,4.456521099351312e-05,0.14719475416720443,5.080084443185177e-05,0.45786792631974804,0.00019090459696177966,0.35137615689363605,0.00015665744433035532
88,0.16602560294053292,4.462163580655434e-05,0.14702522858382766,5.065715697008285e-05,0.4576255767951657,0.00019091616801420982,0.35136834079103024,0.00015647868212407965
89,0.16603079374841373,4.460152083547989e-05,0.14717642256683902,5.073100795180693e-05,0.45634250946323685,0.00018915761025524615,0.35145493732866845,0.00015660208111555962
90,0.16635186365743887,4.4644229199344374e-05,0.147444961030145,5.092277766588618e-05,0.45977606734257737,0.00019150111316083341,0.3512157357300324,0.00015625419778087491
91,0.16622486905634262,4.458029114223066e-05,0.14735351274646485,5.086887780616978e-05,0.4598643583416858,0.00019153475028518336,0.35132178375027345,0.00015626234645762943
92,0.16614710636584729,4.461109019583486e-05,0.1470231037529485,5.071151488568279e-05,0.45736097413886245,0.00018958668150622805,0.3510219870757147,0.00015608464039420486
93,0.16625284219994652,4.463819492617551e-05,0.14664302653637298,5.051457162092272e-05,0.4596143041018278,0.00019155592460900608,0.3508525459547742,0.00015591206192943008
94,0.16595839624591618,4.4505502344688994e-05,0.14650402015564298,5.0529379944024624e-05,0.46127299338080074,0.0001927714084068338,0.3503521268015378,0.00015543963837993637
95,0.1662076633173949,4.4649382945605225e-05,0.14657158623362754,5.065056394016954e-05,0.45944807335112475,0.00019143541041242637,0.3501041578415913,0.00015509095243006137
96,0.16567127706938484,4.431074777703554e-05,0.14679690760705388,5.0931451945952055e-05,0.4620460873779284,0.0001936611975189709,0.3501890422479321,0.00015512830438617125
97,0.16548506176152322,4.420375853987588e-05,0.14718542444096758,5.1143531322313005e-05,0.464197141539603,0.00019434795896021,0.35052056613514915,0.00015526953490744557
98,0.1655069909758703,4.42640400410474e-05,0.14680411251223383,5.094609477600599e-05,0.46394168792336277,0.00019435409442906067,0.3506337301279189,0.00015524930653469795
99,0.16535742057515532,4.414575093284952e-05,0.14696737475256205,5.103703779396519e-05,0.46201259406300443,0.00019234070264608828,0.3506539547129832,0.00015539323860698485
100,0.16320597616463345,3.846826708460066e-05,0.29358135338677593,0.00013286400119652227,0.3680526732557812,0.00018357854869492028,0.3524410093936635,0.00014244485310295642
101,0.1516909325731461,3.380159936218709e-05,0.22305903137578775,9.009629714734365e-05,0.40223789802594234,0.00017631596960032293,0.35774607695460187,0.00015435122593513535
102,0.15324790695690835,3.532989582582669e-05,0.19221485938741129,7.120607332967653e-05,0.5126630249471107,0.00025626921853642176,0.33792876213767004,0.00014292011707943666
103,0.15920086741487072,4.037326607701072e-05,0.18121691389231978,6.701781332307093e-05,0.5440933020129717,0.0003009214930327067,0.3429272153712789,0.00014354932366315325
104,0.15904101956794925,4.141952051013871e-05,0.1680080800397973,6.076024191050249e-05,0.5214168691008375,0.0002439885707004202,0.3454312782809119,0.00014727042908495587
105,0.16145835641942632,4.271001223341263e-05,0.17343725704784904,6.410769575498203e-05,0.4956103595538967,0.0002106477157845205,0.3437983793036894,0.0001489409455349696
106,0.16073600749892922,4.22836753638199e-05,0.1671501374383091,6.106771474583326e-05,0.47719562240637464,0.00019706393650736293,0.34123533659226285,0.00014884541787391723
107,0.162119524545958,4.340146707352314e-05,0.1606294964953147,5.570090651220821e-05,0.485907309404453,0.00020659625122392255,0.34464328129964084,0.00015108843521053622
108,0.16208109500281995,4.2971538974029306e-05,0.16037058319865286,5.518260273104132e-05,0.4727772357840958,0.000196165618009846,0.34393610230067106,0.00015318618366142714
109,0.1627147635014112,4.3931737696653326e-05,0.1620783392152696,5.498422720489555e-05,0.4960706687271707,0.00021906153084436572,0.34463569191346466,0.00015313506386295484
110,0.16156042086038097,4.327531838693912e-05,0.16126363555758996,5.46224973540361e-05,0.4692146855282426,0.00019719651173200076,0.34416388670856907,0.0001533487713923652
111,0.16144769373083762,4.338585118922672e-05,0.15803110111622928,5.371100251271889e-05,0.459956128641038,0.00019130947456173149,0.34288541429605024,0.00015262409636368542
112,0.1592215664700145,4.248827648982824e-05,0.15644037843642553,5.297098030096915e-05,0.4838308856465522,0.00020916078242689583,0.34540475970038137,0.0001535036111465126
113,0.15868090354823428,4.18607113361717e-05,0.15432289380095698,5.22958735919325e-05,0.49425028822374223,0.00022050554684202443,0.3462329999685015,0.00015474466375677403
114,0.15726129920902884,4.1038121899518714e-05,0.1537796810537638,5.2353928361660866e-05,0.48816101974774107,0.0002114035006564463,0.34301018852259324,0.00015135553211502903
115,0.15892171091346155,4.211636172612131e-05,0.153674269426221,5.3323889147158466e-05,0.47108839767236343,0.00020009732866281505,0.33966536588749524,0.00014877831433198212
116,0.15766555119542824,4.185234002460722e-05,0.15589447565682218,5.450894349276764e-05,0.48419724911660744,0.00020678741487248277,0.33928438982912423,0.0001488012102077953
117,0.15632704255505714,4.069069331796942e-05,0.15486777549738576,5.395611646990038e-05,0.4869528190473104,0.0002103083873559967,0.3367030257106586,0.00014801738718835577
118,0.1579095043977803,4.098409284284852e-05,0.15608884547620008,5.5332385554889466e-05,0.48788801644344754,0.000210354695366843,0.3332493637992688,0.00014593214092751476
119,0.15783058085268395,4.100014964986346e-05,0.15422958686313912,5.4311914157509486e-05,0.49505033305287943,0.0002117256794553956,0.33298881331997915,0.00014612461683568737
120,0.15850922015855812,4.1233224260055225e-05,0.15330928918589082,5.379498815413319e-05,0.49280970344936453,0.0002116985007384551,0.33338478932570487,0.0001459319497825867
121,0.15853015485844427,4.0872484292027716e-05,0.1525168588491926,5.343725777629084e-05,0.49269172525015464,0.00021211776246934282,0.33444806426921514,0.00014710984734997526
122,0.1586060789960639,4.076619408654577e-05,0.15251442198606482,5.3439236761509637e-05,0.48792235362666975,0.00020836834999809556,0.33382315425134046,0.000145990694158624
123,0.16011778842593824,4.166803163537816e-05,0.15228337181564677,5.3757604909733734e-05,0.4929325878805479,0.0002160424627926411,0.3346914224772914,0.00014587575060629013
124,0.16103208691936238,4.211551995721818e-05,0.1530519844236793,5.3813961118679463e-05,0.4823081877473109,0.00020699301851612428,0.3377098217912956,0.00014776511826375828
125,0.16141048166135238,4.2475962184498766e-05,0.15308955460819063,5.391782486051701e-05,0.4934665408127682,0.00021619887634354335,0.33874832266351196,0.00014844588283435036
126,0.16014994368417693,4.19670211631903e-05,0.15321667177174758,5.389674997443052e-05,0.4849179443895766,0.00021028095014099323,0.33978695204018333,0.00014881953915030715
127,0.16005511021892263,4.1770077310517046e-05,0.15274391092716325,5.358169835219971e-05,0.4740975813919912,0.0002002668310728583,0.3393390894676042,0.00014840726649458945
128,0.16190234401242282,4.281699093605896e-05,0.15253042334982725,5.372546047472989e-05,0.47304508680609936,0.00019881084308865678,0.3393433291408149,0.00014876349448224562
129,0.16118445345687957,4.2514443566246436e-05,0.15113019699060473,5.294060946306399e-05,0.4664533278599583,0.00019354316263378162,0.33960405182132336,0.00014879668495635677
130,0.1622169047288079,4.258482595576208e-05,0.15274227077063612,5.265908466841618e-05,0.4778005619570025,0.0002029487728685297,0.3395263429547438,0.00014824034291488193
131,0.16255747917608931,4.2792024207849585e-05,0.15270370297278857,5.236305319323169e-05,0.4718832201417953,0.00019786092646287948,0.3397722852789488,0.00014877390471728787
132,0.1618850003461072,4.237556000642224e-05,0.15188024658312604,5.2022625522861086e-05,0.47822320271904095,0.00020375293887554992,0.34087997391469826,0.0001491328980209275
133,0.1632540771747946,4.311857322352746e-05,0.1514650159914882,5.149557773027073e-05,0.484940307870508,0.00020980239607881862,0.3406150211124662,0.00014936018730750357
134,0.16263876982686667,4.2831355045967924e-05,0.15048988350848444,5.1047348967298717e-05,0.48153892356388417,0.00020673932333114671,0.340091796148755,0.0001488928203421619
135,0.1625563322362018,4.278554579400048e-05,0.15001704527527024,5.0774477678558694e-05,0.4838276745644966,0.00020770072228204226,0.34085781828862055,0.00014936204870383965
136,0.16195964685766018,4.2594365524332e-05,0.14992774137208237,5.0988540537772576e-05,0.4889093772146621,0.00021170299253670918,0.34165293569643185,0.0001501711423262527
137,0.1619339488385179,4.26334453576119e-05,0.15039445156544906,5.152202978644139e-05,0.48144930338120373,0.00020580555040021023,0.34117192189023504,0.00014952300161742084
138,0.16224501171077316,4.290036515614869e-05,0.15015293209192046,5.161597779182745e-05,0.4842496161307931,0.0002083134425130777,0.3418479498420798,0.00014989779070957178
139,0.1623588302114597,4.286266420925663e-05,0.14971716090762863,5.138549234978361e-05,0.4836168156533712,0.0002076759423058483,0.3431294566421007,0.00015066573216224378
140,0.1620027347798083,4.2562656845763534e-05,0.15013253721964248,5.172265181660261e-05,0.4774149098617927,0.00020310539342454658,0.3426948917637161,0.00015070539001672725
141,0.16139250873435232,4.226892008780909e-05,0.1496571961751643,5.157539782745863e-05,0.48271791720830537,0.00020810867612757014,0.3433532515501496,0.00015121062926852817
142,0.16113971582224731,4.220704595335114e-05,0.14919238323230447,5.1509186229494503e-05,0.48531644026727216,0.00020982999841778435,0.3439662905690417,0.00015230442529596793
143,0.16196377764007813,4.249576125902397e-05,0.14915972948270845,5.1400141337065704e-05,0.48005539493652166,0.0002055348944596845,0.34520924848427287,0.00015290768926195722
144,0.1632691302097038,4.308278695688399e-05,0.14919672915558707,5.155336076688715e-05,0.47864689822871215,0.00020454968661364828,0.34505208379444596,0.00015304465404396484
145,0.16377228177465777,4.326785639368774e-05,0.14939711709637096,5.1628519597876655e-05,0.4776466396305172,0.0002038739341082367,0.34414185397936103,0.00015244053888106471
146,0.16429962853330823,4.371645954746572e-05,0.1508339273888623,5.21949384927991e-05,0.48097316064303,0.00020587819047966513,0.3444918263003137,0.00015260716759010352
147,0.16435763574821913,4.377358526124709e-05,0.15128516736955774,5.2649978498633136e-05,0.4862801717871514,0.00020996712540971511,0.344499179804973,0.00015263805916294762
148,0.16418720085447092,4.369880549142061e-05,0.15046790526136733,5.201388810332398e-05,0.48751360345708905,0.000211865468677732,0.3443765544930045,0.00015306218322719254
149,0.1640909046833991,4.366824779450563e-05,0.1500533321369751,5.1929434659645066e-05,0.49240190830228975,0.00021668826784548712,0.34444205324059457,0.00015318955387126344
150,0.16414076915647918,4.372879773288482e-05,0.149567989699602,5.16562028478783e-05,0.488256193653296,0.0002139309898842221,0.3443386031012282,0.00015262666485154984
151,0.16412033625621258,4.361453122041141e-05,0.14927377918229515,5.1446169790996646e-05,0.48387850465772453,0.00021047210899275654,0.3443815411492097,0.00015249985894981652
152,0.16443251444511553,4.3751827247872676e-05,0.14914266036294616,5.145142174339659e-05,0.4890067795299644,0.00021435101120734305,0.3456829927205922,0.00015320751291678916
153,0.16426813753825406,4.3640064990437635e-05,0.1485439999431555,5.1029557715395685e-05,0.4902419632771871,0.00021600510507693545,0.3466138173512465,0.00015383010614854122
154,0.1641619266917923,4.349058482559788e-05,0.1485182271669623,5.105921619637089e-05,0.48861451036109343,0.00021406478218212902,0.34706740337422526,0.0001541897944934206
155,0.16352523411574954,4.3246635015273565e-05,0.14820396831417368,5.100625776774778e-05,0.49347016826550383,0.00021843715676795675,0.34775316961067226,0.00015459426389424514
156,0.16361079452464503,4.330720278723729e-05,0.14803029354957697,5.1003448217155034e-05,0.4893605881412934,0.00021510237864133882,0.34679170089296274,0.00015394139500831444
157,0.16323727035664345,4.3207063454361674e-05,0.14796548482262134,5.0900293478848933e-05,0.4927902833272275,0.00021855967378100018,0.3473651254912677,0.00015426355965394325
158,0.16302414597711137,4.303270479006881e-05,0.1482251434314282,5.100099784875964e-05,0.48967879103337825,0.0002157862151239263,0.34765479570334623,0.00015461197510796692
159,0.16310091480938904,4.3113760283975864e-05,0.14873521451684357,5.134083628676364e-05,0.4885214804165774,0.00021538841374255867,0.3477031126661732,0.00015453379712058744
160,0.16291428977722885,4.305807665113354e-05,0.14870803886562736,5.1447072347729374e-05,0.4924445659426586,0.00021804425996943425,0.34839282746316413,0.0001548703225428693
161,0.16286960871210826,4.3027893671771716e-05,0.1483892926931881,5.109966496119544e-05,0.4895952574130235,0.00021609394830116645,0.34842551315393805,0.000154766334020266
162,0.16308366280170647,4.3184203225819947e-05,0.14847309708714648,5.082817197301926e-05,0.48639984731725505,0.0002127419177556541,0.34852338198697735,0.00015482050458330137
163,0.16296011186299236,4.310372278333622e-05,0.14828236658962277,5.0654790479595876e-05,0.48497660588215347,0.00021106942647891976,0.348950925467295,0.00015503141833302726
164,0.16274967207582522,4.289213931585849e-05,0.14816786641723506,5.0600753644232534e-05,0.48464308319736704,0.00021165774500332587,0.3490999547028701,0.00015519288126272026
165,0.16269127827118074,4.285025293120985e-05,0.1483137150377611,5.082197950857451e-05,0.48752543012921634,0.0002137444425070195,0.34877527684225496,0.00015477226961829705
166,0.16234945723549948,4.2663480678896597e-05,0.1480429882065047,5.055286403976949e-05,0.4874635472302119,0.00021414851449339003,0.3482996896690061,0.00015460095183986782
167,0.16302486803497884,4.304640408597632e-05,0.14776573663003423,5.037930650051388e-05,0.4876862413701877,0.0002143950714561533,0.3480520796752122,0.00015430030380640862
168,0.162804986521981,4.291701185481453e-05,0.14781148779907485,5.0507456265849385e-05,0.48890323501455335,0.00021521505934367984,0.34768140038956646,0.00015375907499524046
169,0.16285681672213065,4.295399223148031e-05,0.1476847770246713,5.051126356441048e-05,0.4842357649385526,0.00021138602094954173,0.3475421142647358,0.0001536963553611989
170,0.1630154318503033,4.299198259570889e-05,0.14737579594228795,5.0340051302022095e-05,0.4867322295054512,0.00021347060452673125,0.34702101033788824,0.00015361876056953444
171,0.1631660127178607,4.316898647046035e-05,0.14730743244633993,5.0447646264075735e-05,0.4828584589945891,0.00021039655422771928,0.3472721045178411,0.00015372899144301168
