simulation,baseline,baseline,algo_1,algo_1,algo_2,algo_2,algo_3,algo_3
3033,0.16251836840215067,4.18508480474371e-05,0.14871574600109305,5.010078420439691e-05,0.4613779932558905,0.00018685650381644709,0.34737760665124606,0.00015228553671942945
3034,0.16259652829286378,4.207285072207709e-05,0.14868161201729996,5.0311294209819396e-05,0.4573936003463876,0.0001850374766217912,0.3470986389930401,0.00015262374990018574
3035,0.16361542254334854,4.2610042090729936e-05,0.14963528494241674,5.0700673128414416e-05,0.46141447600983165,0.00018895554728198442,0.34792000730978767,0.00015329929566169524
3036,0.1633275505391155,4.260013798695461e-05,0.14944042064879104,5.089375113655165e-05,0.46490370508036394,0.00019235075946215426,0.3472562344278127,0.0001524642964100537
3037,0.16380899947660685,4.3009295547091955e-05,0.14967567143189697,5.093893123670114e-05,0.4624597322200445,0.00018988228233812122,0.34741307986416514,0.00015287357748426566
3038,0.16420694259311508,4.326723286615701e-05,0.14868448146065877,5.048640717879827e-05,0.45560019268573226,0.00018434408696310425,0.3463825599150374,0.00015183486623416003
3039,0.16336749009869161,4.274774139372991e-05,0.1482528424001205,5.0409360896052746e-05,0.45704137859392213,0.00018484571270302783,0.34690808117603134,0.00015236035460324337
3040,0.16364014848812242,4.289211049746181e-05,0.1474897325323006,4.9860067804394986e-05,0.4633628304857891,0.00019072966312239575,0.3469697986715154,0.00015214550106752624
3041,0.16395121281225516,4.3105917097413576e-05,0.14795841960300238,5.033928259705165e-05,0.4557803016231827,0.0001847868105140977,0.34736025074410404,0.0001523188320857479
3042,0.1646443504069004,4.339604183661805e-05,0.14836286963617945,5.074504466903208e-05,0.45333614716880105,0.00018357841152575916,0.3477472835846319,0.000152324340944285
3043,0.16528543575844815,4.3827817076011606e-05,0.14864947922513827,5.089882650259325e-05,0.4611231416393955,0.00018974507297861974,0.3483346010532343,0.0001528691012663365
3044,0.1658382287150346,4.393983915328675e-05,0.14782098194731952,5.048241235693001e-05,0.45919609550256046,0.00018810610585911344,0.34748702073310506,0.00015228203938724225
3045,0.16600788060428887,4.395750851215434e-05,0.14719746517644983,5.0206199344980234e-05,0.4647204065981428,0.00019323258703159542,0.3474708936277625,0.0001522487839116397
3046,0.16577135614422878,4.389170733810019e-05,0.14740767841048616,5.012703070171253e-05,0.46317381819248427,0.0001916096578306771,0.3463335259911751,0.00015127912463620296
3047,0.16537242470355135,4.3572230595196206e-05,0.14741974882319847,5.030695934837352e-05,0.46223225294266546,0.00019211195530447102,0.3473152026865113,0.0001522304815654452
3048,0.16520333572623505,4.3493155811574246e-05,0.14720753640237308,5.030647226884465e-05,0.465614544041429,0.00019421174394969407,0.3474904698081212,0.00015213012681090633
3049,0.16537110461116056,4.338282993639512e-05,0.14690859665311642,5.028962394502819e-05,0.4593852653366619,0.0001893011063674994,0.34760861042489,0.00015226139644281016
3050,0.16562225004136596,4.3526843504083194e-05,0.1461126465233037,4.9919488961717924e-05,0.4606182932826321,0.00019079669428770916,0.3484336742055311,0.00015290024992208046
3051,0.1654161771761623,4.340287734551711e-05,0.14598174726124938,4.9694093610699876e-05,0.45755311272110494,0.00018841759053240728,0.34814380298197306,0.0001527621914181683
3052,0.1651308623183836,4.3253910545865955e-05,0.14608548086600606,4.978388478213698e-05,0.45830319560616634,0.00018850137950421667,0.3482296983891601,0.0001525932767775327
3053,0.16492408168784,4.320442353290825e-05,0.1458694743931459,4.985297263109975e-05,0.46249361873687583,0.00019253377258114787,0.34778735771098923,0.00015214531067806638
3054,0.16526993125577055,4.3374712289310306e-05,0.14560480421625643,4.967227067664683e-05,0.4571231355232615,0.00018832511443110103,0.3482360663684211,0.00015215595096839833
3055,0.16523336490664453,4.3358337792280164e-05,0.14593597866258845,4.981348665423889e-05,0.46070446902852935,0.00019023891985636755,0.3479407261373282,0.0001520586889209396
3056,0.16470461947099538,4.3018459549034874e-05,0.1458615154127888,4.997555851843672e-05,0.460319727780919,0.00019066988450045977,0.34745324796849364,0.0001520728595514087
3057,0.16425985286969955,4.2785561229694e-05,0.1458696809963776,5.001903337000065e-05,0.46192178783158555,0.00019254497367993586,0.346652185618885,0.00015135637625529312
3058,0.16403587068957615,4.2654085483157853e-05,0.1457696642731164,4.993642581791323e-05,0.4581259108677598,0.000189524259443641,0.34701912782541244,0.0001514181226364739
3059,0.1647088228589013,4.299409709098995e-05,0.14571374474387447,5.003680515869508e-05,0.4537522616490923,0.00018648798624827388,0.34781570121178607,0.00015216378791988746
3060,0.16423487189455285,4.273189692873314e-05,0.14557486471493086,5.002808880366798e-05,0.4570921077169114,0.00018910791777309818,0.34747141217640204,0.0001520727997583208
3061,0.16389161062533208,4.260954913667455e-05,0.14599446193573015,5.014369810941297e-05,0.4579770250309819,0.00018967066020338842,0.3478699419239714,0.00015225668505575515
3062,0.16350574670221202,4.228685932210395e-05,0.14537344636514066,4.980075067581113e-05,0.46169536679051904,0.00019247106283790352,0.3476758312848984,0.0001522899258138786
3063,0.16335900830927896,4.227273201106884e-05,0.1448563592949787,4.9559275945347265e-05,0.4589516768430704,0.00019012817629187234,0.3476401851952046,0.00015222405339611
3064,0.16346137735052577,4.230901220485342e-05,0.14517411179271675,4.966599298601358e-05,0.4600182470125074,0.00019064087496838567,0.3480922191112202,0.00015218329025780698
3065,0.16368986503913344,4.2388894053834785e-05,0.14493389779811502,4.954255952826851e-05,0.4633182677878881,0.00019258241363991443,0.3478895915754795,0.00015228591133037715
3066,0.16380830794063533,4.239587377825453e-05,0.14493892977273393,4.957258658184502e-05,0.4607726312654239,0.0001908830308736945,0.34785366438264154,0.00015213455203432152
3067,0.16405245762609297,4.239187873603471e-05,0.1450568883350613,4.969089770161233e-05,0.46013125769280316,0.00019133767823256324,0.3475020320166632,0.00015181619506827039
3068,0.16415267176149767,4.244772974861031e-05,0.14545446147380842,4.9794271358096154e-05,0.4572996389652745,0.00018890547748876826,0.3475552991804658,0.00015176444748827092
3069,0.1644652809480513,4.257993044992112e-05,0.14526480357636476,4.976394268771898e-05,0.4576792381141874,0.0001895890011617963,0.34694710108634585,0.00015142880770911696
3070,0.1646753108219094,4.256061424235022e-05,0.14515554372819742,4.978807585031817e-05,0.4551046379656766,0.0001870854401279118,0.34749150381644234,0.00015183572309905306
3071,0.16539266001156683,4.28783373507374e-05,0.14473249667618188,4.9448658141292554e-05,0.45890083488223254,0.00018932763008817652,0.34793155683377075,0.00015209625526117575
3072,0.1658580004857341,4.312573687521668e-05,0.1444519702671529,4.9289388045514024e-05,0.45825918632808127,0.00018936717803011243,0.348243640776589,0.00015229691105603308
3073,0.1658185575602169,4.316204435792621e-05,0.1441098205084863,4.898205686078573e-05,0.45603400591141086,0.00018814686344136917,0.34843515134709047,0.00015239968661733255
3074,0.1652945714531565,4.289325617270223e-05,0.14392236814239306,4.8906159856475844e-05,0.4544694227809468,0.00018734036800958524,0.34801083720932713,0.00015208857624564044
3075,0.165715350540616,4.310348637702764e-05,0.1437877633057969,4.884831737117541e-05,0.4578506459356878,0.0001897051948515267,0.3478528391357174,0.00015177954430151895
3076,0.16576653836469835,4.311018544531092e-05,0.14361896533900853,4.8692459301333383e-05,0.460086301509055,0.00019156523559943415,0.3480153605894815,0.00015191951588318484
3077,0.16569145759022075,4.3059455419483384e-05,0.14401220162010503,4.88223807835866e-05,0.4578492174568307,0.0001895543506507494,0.3481893183198073,0.00015210525868852842
3078,0.16605853312248053,4.318768537162708e-05,0.14424649258980016,4.889238977220158e-05,0.4606177244063613,0.00019191400492113133,0.34816637184489363,0.00015204658685328263
3079,0.16604811487587662,4.319233552468845e-05,0.14386954231117594,4.858092747955354e-05,0.4578232891745482,0.00018932556666105077,0.3481525989114897,0.00015194624177835181
3080,0.16614280425035677,4.324228986691475e-05,0.1441007117920463,4.88397288442168e-05,0.4602342589083624,0.00019219075368124511,0.34836387882824044,0.00015224994249794937
3081,0.1661022876233269,4.326469620359824e-05,0.14372930017493302,4.871613337480393e-05,0.45804656702238633,0.00018999810324392305,0.34814112861449165,0.00015218360511240071
3082,0.1660231579623082,4.326669933136652e-05,0.1433963877619859,4.849619882185266e-05,0.46164717412114836,0.0001930427251680491,0.34851947952493256,0.00015281831389674677
3083,0.1660360917235849,4.323263151108153e-05,0.14370777739687485,4.872850074504065e-05,0.4648794803539045,0.00019579031803287813,0.34829028516358146,0.0001527818244086001
3084,0.16630669547297733,4.3410635817835196e-05,0.14372142257612597,4.8799382667653415e-05,0.4639877750815302,0.000195603641821009,0.34801254266776377,0.000152718429313164
3085,0.16640293093595332,4.344335983081457e-05,0.14358952247984746,4.874412710253484e-05,0.4664459539191384,0.00019771849246420371,0.34740015938689317,0.00015215410256193637
3086,0.16632157262510977,4.3360363197635526e-05,0.1435089807921112,4.875778733875694e-05,0.46809603937138655,0.00019911449656582762,0.34771729079764113,0.00015228068288066318
3087,0.1659122157538166,4.3187399923927015e-05,0.14329727591964714,4.8656140414042796e-05,0.4650435480260374,0.00019629504547734008,0.34761616224575115,0.0001521397872448267
3088,0.16593623793421017,4.3226321885689444e-05,0.14352435742921504,4.882445507440441e-05,0.46522020473096337,0.00019639747219841533,0.34793590278791914,0.00015257904982183797
3089,0.1656093538395042,4.300495792164222e-05,0.1436892032321097,4.8910688313858416e-05,0.4682817105178645,0.00019842926776026908,0.3482329835805886,0.00015264329708216995
3090,0.16572177731745436,4.303027932061293e-05,0.14381886736682092,4.8886563548487694e-05,0.46610804349044727,0.00019654478653042127,0.3481541958150671,0.0001525744879509921
3091,0.16601517969530855,4.315540085103408e-05,0.1437629434861133,4.893842904558488e-05,0.4676861082430912,0.00019754309934104264,0.34845825900194316,0.0001527978919682957
3092,0.16597280312775614,4.3161975600134155e-05,0.14357840940734054,4.8802949802865546e-05,0.4693021955671901,0.00019915354122867186,0.34880602868140304,0.00015300853328859029
3093,0.16570267810990585,4.302200573215769e-05,0.14367516375089412,4.8814126520764105e-05,0.4689984029408139,0.0001988029552176621,0.3491310626026582,0.00015320937310865087
3094,0.16572172945256108,4.301314302538328e-05,0.14379912843510653,4.87582266490815e-05,0.47200364534471867,0.00020134107742798995,0.3495270196412592,0.00015342907315032516
3095,0.16561437079545432,4.2971505729510216e-05,0.1437857759580063,4.865605013673134e-05,0.4699133166682282,0.00019970924432924546,0.34985812743960126,0.00015391217666219111
3096,0.1657495689779314,4.306178376949883e-05,0.14351165742591934,4.854488394542321e-05,0.46961937220540134,0.00019980758280010506,0.3500030300350051,0.000154033649158996
3097,0.1654973399935664,4.3024856828086536e-05,0.1434174161580937,4.8457698764372496e-05,0.471828775375868,0.000201582424843773,0.34962739147043403,0.00015369536870637806
3098,0.1655603440784058,4.3065667769754404e-05,0.14331328880449473,4.835077457982883e-05,0.4694244920703324,0.00020013100422866048,0.3495124697796965,0.00015359718705422817
3099,0.165428474389179,4.303494915870886e-05,0.14318249123916243,4.823479304089041e-05,0.47100543166360553,0.00020144638316731115,0.34948432525026646,0.00015356691372418036
3100,0.16985526452363878,4.564432474523763e-05,0.24772569310973142,9.692402347850475e-05,0.36806457081850863,0.00016357496184432244,0.3450716037930204,0.0001471599823690681
3101,0.15170965981691387,3.508092296205491e-05,0.2061968021094844,7.541350548712486e-05,0.3392954000740317,0.00011479052141359193,0.3455188883390512,0.0001564645713144085
3102,0.1537377895810491,3.7293862379821176e-05,0.18608501184295775,6.821287215484551e-05,0.4601568574092513,0.00019350681998058623,0.3298023708956625,0.00014382201188299886
3103,0.1541476755319004,3.757316913765828e-05,0.16942463075565078,5.9978500045024336e-05,0.50286221747153,0.00022985447399088675,0.34241584204710457,0.00015206746683196177
3104,0.15112720761655138,3.590100562101836e-05,0.16860223012911266,6.114030531201838e-05,0.4849499427250474,0.00022398405938460963,0.34197788263556317,0.00015102803391181055
3105,0.15090846869308389,3.595505340910574e-05,0.1622795350342236,5.68583997673651e-05,0.4505460176424274,0.00020400104582845148,0.34406996314492344,0.0001547854207414415
3106,0.14843114857120304,3.490289465097192e-05,0.16145047107570953,5.797471341123428e-05,0.49518140574935376,0.0002401501867998818,0.35170927579996264,0.0001585352817581445
3107,0.14941843522349083,3.585314682067252e-05,0.15738068415015793,5.672833904470524e-05,0.4829653230476726,0.00022450777221845556,0.35100574461108724,0.00015869853873939628
3108,0.14802697918447144,3.5333579071596374e-05,0.15406235550500974,5.4219862228048905e-05,0.4708687061160225,0.00020988681375529324,0.3515731971917413,0.0001567953036490492
3109,0.1511864316172786,3.639818536512841e-05,0.1525948899377205,5.1869918002888855e-05,0.44476301090732706,0.00018903035724251993,0.3497444856971124,0.00015735895416961647
3110,0.15339410835177425,3.7596737589736884e-05,0.15430699075445203,5.3827563981372296e-05,0.4666280021307423,0.0002041182167339793,0.3534028077371081,0.00015901170894224473
3111,0.15399293764899616,3.788235193340061e-05,0.15190971339570705,5.274060472630504e-05,0.45570329622697986,0.00019063381545707294,0.3501479959526821,0.00015691183889880638
3112,0.15556384909029536,3.8708345736772906e-05,0.1498772267167255,5.1215214948575435e-05,0.46390652714100444,0.00019747095615823843,0.3458907882412421,0.00015372101594199328
3113,0.15690194539639468,3.95441702308416e-05,0.14932599286776627,5.044285528066944e-05,0.46915484419498044,0.00019670681049044003,0.3471134192404763,0.00015454231356801118
3114,0.15740209264988525,3.9782140710215784e-05,0.14786169477757072,4.9986645069263954e-05,0.457587014270709,0.00018844379459882394,0.34770014089376,0.00015655814872169604
3115,0.15758366343406546,3.963918813870544e-05,0.15041934086003467,5.062450655726169e-05,0.44334069391333525,0.00017900979731448155,0.34711162930716755,0.0001566696546669586
3116,0.15786428050903656,3.963019154671092e-05,0.15006782515471281,5.045633187287214e-05,0.425458248836507,0.00016680690351549815,0.3490301556409161,0.00015780751140366593
3117,0.15724653370544261,3.944252249387798e-05,0.14984981253744667,5.03919774085327e-05,0.4142736264697782,0.00015850256594305973,0.3475595102758746,0.0001567656440871399
3118,0.15930025123891617,4.008282500845538e-05,0.14803020609832984,4.96451438640847e-05,0.42847951439288623,0.00016761508339638406,0.34868290624556936,0.0001579079143608967
3119,0.15964308842294705,4.030527305278519e-05,0.1477114094470003,4.956667570806468e-05,0.4395616168698059,0.00017672184158433723,0.3485011253648196,0.00015749031033516283
3120,0.1588459494231218,3.9951500170979765e-05,0.14791906119851467,4.984609722994218e-05,0.4450107940230025,0.0001831612506951203,0.34750451445211766,0.00015626957610520055
3121,0.15889719594349938,3.948731973844721e-05,0.14755013623150098,4.9471125624391004e-05,0.4589191989990069,0.0001894700807046921,0.34764636001247023,0.00015663026346095465
3122,0.16017532372363535,4.004689634059485e-05,0.14879041480624733,5.029862557417282e-05,0.46611113285165723,0.00019491731507847497,0.3467125993182145,0.00015631395943249503
3123,0.16048451474456338,4.0420129642537525e-05,0.14760023929231827,4.9637331306398575e-05,0.4674630747314088,0.00019642399758264527,0.34782147485644077,0.00015702915043093392
3124,0.16085771342046865,4.0817150079337e-05,0.14666364614060443,4.896575760771668e-05,0.4561577739419455,0.00018875931448425514,0.3483067162119895,0.00015701947201044567
3125,0.16131354352413826,4.10886059044336e-05,0.14617338110342543,4.900725845631895e-05,0.45680809340278766,0.0001890020634299355,0.34879113524816274,0.00015663624424830657
3126,0.16293303206022042,4.184549281317187e-05,0.1469942919526923,4.899970547929363e-05,0.4572824723966226,0.0001910303617126218,0.34711976409866374,0.0001555363176330402
3127,0.1623595663675988,4.158602492878482e-05,0.14668547172569235,4.858235429309386e-05,0.44730277865273216,0.0001839120965082173,0.3463997177885353,0.00015539844859422587
3128,0.1631012593314047,4.217920985025206e-05,0.146810852776724,4.867226066396129e-05,0.4561686838879364,0.00019233640452405164,0.3452584814667667,0.00015448660405709987
3129,0.16257889102371315,4.187171253265181e-05,0.1460888584842563,4.8480665056952865e-05,0.46124139139543496,0.00019751594033077646,0.3446720021693433,0.00015416536762634636
3130,0.1629138459213691,4.191710169219717e-05,0.14568355517495518,4.824582724669371e-05,0.45625003239456996,0.00019218144997756493,0.3459179399445018,0.0001549263964574529
3131,0.16105116433181904,4.1127842282918014e-05,0.14584504526873815,4.831198921855535e-05,0.460896881347772,0.00019711524774373507,0.34569783151908184,0.00015472078426773835
3132,0.16161003316458664,4.1429516416285845e-05,0.1458686520575991,4.829066666009334e-05,0.4583274834607402,0.00019453671339955764,0.34435645992469377,0.00015400065503980398
3133,0.16291569455399296,4.19396460170846e-05,0.14501990789724006,4.797109046956334e-05,0.4634520622717954,0.00019960941161214452,0.3452951672538601,0.00015502027331374153
3134,0.16223196180417612,4.146704036003633e-05,0.1451540660670504,4.817989575718682e-05,0.4627057728062975,0.00019861078442731816,0.3460473709833696,0.0001559002314915068
3135,0.1625426491820858,4.167861391802952e-05,0.14528346493275962,4.8256712912651805e-05,0.4548812832776107,0.00019263517853851405,0.3473759280668719,0.00015722850063287772
3136,0.1614552765416261,4.129192024930084e-05,0.14512452971568884,4.83758736642872e-05,0.4632345155910303,0.00019973309434986788,0.3474663755236373,0.00015670394505333873
3137,0.16147334657991447,4.1450456967620907e-05,0.14470410594435384,4.813563743432953e-05,0.4624356201506842,0.00019864053642793713,0.3469114164108041,0.0001561237378147486
3138,0.16108600933673728,4.121881340298374e-05,0.14400398652071839,4.785757752309954e-05,0.464197768854048,0.00019747201733723776,0.3470787210478229,0.00015588741058325173
3139,0.16071129495858447,4.0922769136409576e-05,0.1449519496852215,4.797131981605156e-05,0.47179693271223044,0.00020296341222399587,0.34659731038074343,0.0001552521828683486
3140,0.1610568929818335,4.125763010142071e-05,0.14466822229389728,4.781222206627654e-05,0.4779063161886429,0.0002082559683684193,0.3464701867874699,0.00015490669306356328
3141,0.16071680853866355,4.1084057374968764e-05,0.14437157748127064,4.759909482794901e-05,0.4750810507281293,0.00020544040947206708,0.34597586131592106,0.00015460272849644475
3142,0.160510806349763,4.0897680318386896e-05,0.1448296797682024,4.82261205272167e-05,0.4759957400382244,0.00020772674432359192,0.3475856945112455,0.00015553510834716774
3143,0.16079113640474352,4.109159438015641e-05,0.14490475398253622,4.8302613226490616e-05,0.47790818131839924,0.00020930487019333316,0.3469761396732002,0.00015499078423464042
3144,0.1612786375055546,4.1382281765971155e-05,0.14481923593184748,4.831270299693968e-05,0.4722927515662279,0.00020479709178816282,0.34645326983936653,0.00015468760213521764
3145,0.16120075715904672,4.136887338084945e-05,0.14460981768071948,4.829553548520086e-05,0.4716150784636345,0.0002050291370107881,0.3467244150823225,0.00015506299313558243
3146,0.1615182799493657,4.146461119164017e-05,0.14430322232763504,4.8148727583325024e-05,0.47246045424340655,0.00020647005439414595,0.3472853136587391,0.00015505540394575572
3147,0.16190121314101077,4.167611338446673e-05,0.14407829668748454,4.8133305518614e-05,0.474327630847419,0.00020822894471449673,0.34792611377629373,0.00015510603491656702
3148,0.1620006403705866,4.177469090833988e-05,0.14437628678532913,4.815889172890351e-05,0.47733809103535363,0.0002109281726094396,0.34714359147135115,0.0001543003653023148
3149,0.16175856721449886,4.178674973380093e-05,0.14424001339517795,4.8231210892457326e-05,0.4810644022042195,0.00021189323697653724,0.34793907831288773,0.00015494539490727577
3150,0.16232805491756463,4.218778627443855e-05,0.14321911832725748,4.7616652907338925e-05,0.4769932292191634,0.00020948537413432804,0.3481760705943959,0.00015497543574913866
3151,0.16206417674341944,4.20570817175911e-05,0.14442003559919447,4.7882324346611215e-05,0.4728907670916015,0.00020601314393811526,0.3476664015839728,0.0001548714316516958
3152,0.16165009931778257,4.1919834353374405e-05,0.14468330603927979,4.8167147467024094e-05,0.4743871677874212,0.00020745033219369427,0.3473326985211528,0.00015421806658838392
3153,0.16155836252460612,4.1881439428603505e-05,0.14486986430522256,4.820238962509839e-05,0.47937070249590136,0.0002117448193132643,0.3476432601226048,0.00015457014295808589
3154,0.16077786470821143,4.1479427199780475e-05,0.14454527603062045,4.795299848810173e-05,0.48379338776995,0.000216059036775613,0.34773249562699216,0.00015459576743631387
3155,0.16033724214525846,4.1294636954513704e-05,0.14456117337592103,4.807578324438541e-05,0.47864550973206305,0.00021159216293720645,0.34745385096280584,0.0001543646367485124
3156,0.16079541125785882,4.147569152923321e-05,0.14434528121462142,4.801876011325698e-05,0.4775744247664571,0.000211559669257004,0.3475757466152067,0.00015448696913019077
3157,0.1611711329374605,4.163175584733095e-05,0.14455858439054317,4.820557402624297e-05,0.47772661112930537,0.00021203762535037705,0.3481170908727289,0.00015529993005538011
3158,0.16159296725958514,4.18742265497701e-05,0.1444084748629595,4.807297239558973e-05,0.4822076511086895,0.00021576357073509083,0.34764819482131637,0.0001551510696137254
3159,0.16142567956551152,4.179074816070806e-05,0.1447072715569969,4.8390016148288655e-05,0.481504450226683,0.00021596102532928985,0.34799735955905464,0.00015532385149459311
3160,0.161111211533981,4.159404610492033e-05,0.1445917301848963,4.831868800120427e-05,0.47762901936889823,0.0002128850433301749,0.3478498647427245,0.0001549768864319004
3161,0.1611986304761656,4.166306134932885e-05,0.14420578511527446,4.811215020974701e-05,0.47528587472746664,0.00021031365981040502,0.34802146137742607,0.00015520137374501732
3162,0.16125745237395533,4.174345952885176e-05,0.14489056295073344,4.850166979099543e-05,0.4717886533910676,0.000207242349040872,0.3479475140754206,0.000155186503167294
3163,0.16178430848398298,4.1990055155248976e-05,0.14484171712694238,4.8495553499322035e-05,0.4702314543765968,0.00020551064647495354,0.34747349639221914,0.0001548024627239073
3164,0.16126232481166974,4.168325128242576e-05,0.1444763220429763,4.833261810389786e-05,0.46904201981760396,0.00020422092327055703,0.3476493605494525,0.00015487202646420742
3165,0.16199989087118166,4.210158416422325e-05,0.14419110289805154,4.824326574168975e-05,0.4718444063106952,0.00020571687602895223,0.3475576845351185,0.00015495075320212637
3166,0.16196200275504585,4.208279397522789e-05,0.14384431164660808,4.811691978547846e-05,0.46730466406312465,0.00020212468738261952,0.34771208656919483,0.00015505264721154389
3167,0.16213138971013585,4.2144045740792266e-05,0.14380211243779262,4.806334906597848e-05,0.471743313039148,0.00020442823699394732,0.3480113207812894,0.00015528089509429148
3168,0.16210813598875662,4.2129116392781605e-05,0.1434633177268541,4.792630479225363e-05,0.4727824724399522,0.00020574236750118836,0.3479551301744809,0.000155325701735997
3169,0.16246921066345166,4.2333863226132044e-05,0.14335447107754146,4.7726175093166566e-05,0.47254591279630587,0.00020581932067944588,0.34797133101311445,0.0001555795071565481
3170,0.16209765192096176,4.222858603043656e-05,0.1430072385797349,4.7313191192542795e-05,0.4765025593549987,0.00020853092719669476,0.3479528872989345,0.0001553153320848722
3171,0.1621286966688662,4.236638947847006e-05,0.14335841768462604,4.7486934314827775e-05,0.4735738276784427,0.00020605539469065436,0.34808509803028775,0.00015543432414273655
3172,0.16167083589668124,4.215012832905437e-05,0.14325911614123474,4.752700460904934e-05,0.4767023472796566,0.0002093457912774648,0.348169357136821,0.0001555598082080046
3173,0.16213156619466834,4.2350625764820264e-05,0.14396886865249361,4.797061432315341e-05,0.4765111487924066,0.00020954491975127334,0.3483377477444779,0.00015594860571029937
3174,0.16236419118289366,4.2446216175340405e-05,0.14381087208773433,4.786318018348975e-05,0.4777776226272489,0.00021056552344899776,0.3482926920545546,0.00015585156286197934
3175,0.16269196861042814,4.256896192477519e-05,0.14344517253181766,4.759592039794004e-05,0.4739196934486793,0.0002077077459433275,0.34768938486352574,0.00015536333603850258
3176,0.16234154762460615,4.235740235272803e-05,0.14348630515879235,4.764164178276654e-05,0.4737974224202539,0.00020790754398362788,0.3475810800529176,0.00015519505816111281
3177,0.16229135257793836,4.228404924114355e-05,0.143553159299057,4.774796844448248e-05,0.4740928098715908,0.00020734009609817882,0.34740674560503093,0.00015486220614273317
3178,0.1625700551367931,4.2356201739338755e-05,0.14361111000374302,4.768805079795786e-05,0.4761890719275884,0.00020863982336608573,0.34742529827551283,0.00015477731881535542
3179,0.16224615973171402,4.2208107562182746e-05,0.14342974222992527,4.764130263340871e-05,0.4751042780773198,0.00020767046869886872,0.347573167125211,0.00015480442638521747
3180,0.16221511392306137,4.211591556776849e-05,0.14306777589407704,4.7485846015788516e-05,0.4762111833733321,0.00020911010195305262,0.3474378453794088,0.0001546363257491145
3181,0.16205904469168958,4.2055248321924075e-05,0.14270050662209205,4.730351399217253e-05,0.4773577646768152,0.00021042287628297266,0.3472812796656841,0.00015461544390825104
3182,0.16216750148954026,4.1980227389765804e-05,0.1426831761451653,4.743674681625794e-05,0.48118500838161476,0.00021280255789347756,0.3477100949694436,0.00015477648794318385
3183,0.16248240797695085,4.221482505960253e-05,0.14287112819354233,4.765497849663249e-05,0.48276799329882486,0.0002142704551865508,0.3472868185642431,0.0001545330282349487
3184,0.1623845954831205,4.212540700995339e-05,0.1428743785892835,4.764927358359178e-05,0.47882764947618534,0.00021098744012703743,0.34744058660380783,0.00015459875268972043
3185,0.16269999091439105,4.2263890295819304e-05,0.14293968374851365,4.770938435688995e-05,0.47667288784819134,0.0002096367414440008,0.3477504681884747,0.0001546755386796727
3186,0.1624423411570455,4.210629759896119e-05,0.14264075976350807,4.755552788156148e-05,0.47720721012603495,0.00021086399071100164,0.34754473186472584,0.00015432216441084223
3187,0.16228686227600353,4.194785802767793e-05,0.1429340143476457,4.77547858528493e-05,0.47680379030949693,0.00021026254954821294,0.34728589932747284,0.00015419752037665443
3188,0.16284113472157635,4.230842337001094e-05,0.1431654923713376,4.783926626020529e-05,0.4786685145280705,0.00021162304712812636,0.3479500453750771,0.00015492552915744674
3189,0.1633040466774427,4.254624985470508e-05,0.14306448220920642,4.7825303160445285e-05,0.4774756533321615,0.00020967428284910785,0.34802539347779726,0.00015479004529429756
3190,0.16326666450323488,4.248226952447212e-05,0.14316659537579166,4.794874826586344e-05,0.48029257564314554,0.0002121152313056936,0.34785122088448117,0.00015447002884571068
3191,0.16333333761927032,4.2458945167149325e-05,0.1429712943335894,4.79224537295594e-05,0.4780052450258428,0.00021024593297859487,0.34764161173768543,0.00015423564969662985
3192,0.1628784715927383,4.223748213878874e-05,0.14325531617329407,4.8005126403080784e-05,0.48040918686067957,0.00021131114180649577,0.3475949391259233,0.00015418264429076621
3193,0.1629037930096124,4.22796284876518e-05,0.14323529914107697,4.806177203947636e-05,0.47754172422620594,0.00020913513266990511,0.34737688382322873,0.00015391204800037673
3194,0.16306191300776618,4.2417006330017155e-05,0.14321276882888123,4.804667530022458e-05,0.476823382949599,0.00020870061651307554,0.34797775150400506,0.000154436960912492
3195,0.1629704248984809,4.2385604200930554e-05,0.14311888412192555,4.8029411089225713e-05,0.4760324991944333,0.00020774906000220033,0.347405433072975,0.00015408063920683545
3196,0.16297239697270582,4.238335589836592e-05,0.14299438452664237,4.799092773077769e-05,0.472857487955581,0.0002055502088152966,0.34750163031282133,0.0001539310443934145
3197,0.16340652863976327,4.2616252901068244e-05,0.14295038287393597,4.8078212956510014e-05,0.4759361780081206,0.00020744843845554693,0.3479178044075083,0.00015421240297739633
3198,0.16377068048463309,4.278160637780829e-05,0.14274200206701998,4.799479772457883e-05,0.47717440761246516,0.00020849055018480354,0.34799506021672966,0.0001542805476950619
3199,0.16344280619383322,4.25941444287351e-05,0.14265988207283775,4.7961662545973e-05,0.4785289928774102,0.0002092217074457312,0.34761319074636093,0.00015400328232400556
3200,0.13977274483714436,3.570550079640498e-05,0.35389554470000556,0.00018863585859296304,0.3250854830562526,0.0001447052137338565,0.3736331413248145,0.00016233789805281202
3201,0.1424333343920689,3.517694318594462e-05,0.2310366572302845,9.433924260689862e-05,0.5185206359888638,0.0002566956323546318,0.34448587062248304,0.00014572903521795484
3202,0.15023179699659273,3.936223023675802e-05,0.19822060357352014,7.52009499071887e-05,0.45598573670719905,0.00016608867191523805,0.33653934953424847,0.00014080108381757806
3203,0.1472034553089294,3.761456526125863e-05,0.18104140547240533,6.721002047282031e-05,0.5031239150945904,0.0002153705925730471,0.3296418479062731,0.00013554252079383487
